Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureNumRules,measureTreeSize,measureNumLeaves,measureOutOfBagError,measureAttributesUsed,measureNumIterations
data,2,1,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1335.0,149.0,47.0,102.0,0.0,31.543624161073826,68.45637583892618,0.0,0.0,0.15552406377086375,0.27867964166406217,100.0,100.0,373.19163525277975,373.19163525277975,0.0,2.504641847334092,2.504641847334092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,1.0,24.0,NaN,0.0,NaN,NaN,0.5,0.1610738255033557,0.31543624161073824,0.31543624161073824,0.6845637583892618,0.6845637583892618,NaN,0.31543624161073824,NaN,NaN,0.5,0.2234584027746498,NaN,0.31543624161073824,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,136514.0,16728.0,95.97315436241611,70.00000000000018,?,?,?,?,?,?,?
data,2,2,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1335.0,149.0,47.0,102.0,0.0,31.543624161073826,68.45637583892618,0.0,0.0,0.15552406377086375,0.27867964166406217,100.0,100.0,373.19163525277975,373.19163525277975,0.0,2.504641847334092,2.504641847334092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,1.0,24.0,NaN,0.0,NaN,NaN,0.5,0.1610738255033557,0.31543624161073824,0.31543624161073824,0.6845637583892618,0.6845637583892618,NaN,0.31543624161073824,NaN,NaN,0.5,0.2234584027746498,NaN,0.31543624161073824,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,136514.0,16728.0,95.97315436241611,70.00000000000018,?,?,?,?,?,?,?
data,2,3,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1335.0,149.0,47.0,102.0,0.0,31.543624161073826,68.45637583892618,0.0,0.0,0.15552406377086375,0.27867964166406217,100.0,100.0,373.19163525277975,373.19163525277975,0.0,2.504641847334092,2.504641847334092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,1.0,24.0,NaN,0.0,NaN,NaN,0.5,0.1610738255033557,0.31543624161073824,0.31543624161073824,0.6845637583892618,0.6845637583892618,NaN,0.31543624161073824,NaN,NaN,0.5,0.2234584027746498,NaN,0.31543624161073824,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,136514.0,16728.0,95.97315436241611,70.00000000000018,?,?,?,?,?,?,?
data,2,4,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1335.0,149.0,46.0,103.0,0.0,30.87248322147651,69.12751677852349,0.0,0.0,0.15569871011202302,0.27903184174413276,100.0,100.0,374.1122517162362,374.1122517162362,0.0,2.510820481317021,2.510820481317021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,1.0,25.0,NaN,0.0,NaN,NaN,0.5,0.16778523489932887,0.3087248322147651,0.3087248322147651,0.6912751677852349,0.6912751677852349,NaN,0.3087248322147651,NaN,NaN,0.5,0.2214765100671141,NaN,0.3087248322147651,0.001,0.0,0.0,0.0,0.0,0.0,1119.0,136514.0,16728.0,95.97315436241611,70.00000000000018,?,?,?,?,?,?,?
data,2,5,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1336.0,148.0,46.0,102.0,0.0,31.08108108108108,68.91891891891892,0.0,0.0,0.1554375326292118,0.2785054457928537,100.0,100.0,366.1994804542968,366.1994804542968,0.0,2.4743208138803836,2.4743208138803836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.0,1.0,25.0,NaN,0.0,NaN,NaN,0.5,0.16891891891891891,0.3108108108108108,0.3108108108108108,0.6891891891891891,0.6891891891891891,NaN,0.3108108108108108,NaN,NaN,0.5,0.22443389335281222,NaN,0.3108108108108108,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,136615.0,16627.0,96.62162162162163,70.00000000000018,?,?,?,?,?,?,?
data,2,6,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1336.0,148.0,46.0,102.0,0.0,31.08108108108108,68.91891891891892,0.0,0.0,0.15543050479900417,0.278491242888253,100.0,100.0,365.8868656402569,365.8868656402569,0.0,2.4722085516233574,2.4722085516233574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.0,1.0,25.0,NaN,0.0,NaN,NaN,0.5,0.16891891891891891,0.3108108108108108,0.3108108108108108,0.6891891891891891,0.6891891891891891,NaN,0.3108108108108108,NaN,NaN,0.5,0.2245252008765522,NaN,0.3108108108108108,0.0,0.001,0.0,0.0,0.0,0.0,1119.0,136615.0,16627.0,96.62162162162163,70.00000000000018,?,?,?,?,?,?,?
data,2,7,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1336.0,148.0,46.0,102.0,0.0,31.08108108108108,68.91891891891892,0.0,0.0,0.15543050479900417,0.278491242888253,100.0,100.0,365.8868656402569,365.8868656402569,0.0,2.4722085516233574,2.4722085516233574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.0,1.0,25.0,NaN,0.0,NaN,NaN,0.5,0.16891891891891891,0.3108108108108108,0.3108108108108108,0.6891891891891891,0.6891891891891891,NaN,0.3108108108108108,NaN,NaN,0.5,0.2245252008765522,NaN,0.3108108108108108,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,136615.0,16627.0,96.62162162162163,70.00000000000018,?,?,?,?,?,?,?
data,2,8,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1336.0,148.0,46.0,102.0,0.0,31.08108108108108,68.91891891891892,0.0,0.0,0.15549576322236067,0.2786228444456781,100.0,100.0,366.46802104082354,366.46802104082354,0.0,2.4761352773028618,2.4761352773028618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,1.0,24.0,NaN,0.0,NaN,NaN,0.5,0.16216216216216217,0.3108108108108108,0.3108108108108108,0.6891891891891891,0.6891891891891891,NaN,0.3108108108108108,NaN,NaN,0.5,0.22379474068663258,NaN,0.3108108108108108,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,136615.0,16627.0,96.62162162162163,70.00000000000018,?,?,?,?,?,?,?
data,2,9,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1336.0,148.0,46.0,102.0,0.0,31.08108108108108,68.91891891891892,0.0,0.0,0.15549576322236067,0.2786228444456781,100.0,100.0,366.46802104082354,366.46802104082354,0.0,2.4761352773028618,2.4761352773028618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,1.0,24.0,NaN,0.0,NaN,NaN,0.5,0.16216216216216217,0.3108108108108108,0.3108108108108108,0.6891891891891891,0.6891891891891891,NaN,0.3108108108108108,NaN,NaN,0.5,0.22379474068663258,NaN,0.3108108108108108,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,136615.0,16627.0,96.62162162162163,70.00000000000018,?,?,?,?,?,?,?
data,2,10,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1336.0,148.0,46.0,102.0,0.0,31.08108108108108,68.91891891891892,0.0,0.0,0.15583209509658227,0.2793000696931222,100.0,100.0,372.39691806629685,372.39691806629685,0.0,2.5161953923398435,2.5161953923398435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,1.0,24.0,NaN,0.0,NaN,NaN,0.5,0.16216216216216217,0.3108108108108108,0.3108108108108108,0.6891891891891891,0.6891891891891891,NaN,0.3108108108108108,NaN,NaN,0.5,0.22005113221329436,NaN,0.3108108108108108,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,136615.0,16627.0,95.94594594594595,70.00000000000018,?,?,?,?,?,?,?
data,3,1,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1335.0,149.0,47.0,102.0,0.0,31.543624161073826,68.45637583892618,0.0,0.0,0.15551707791721803,0.2786655205977779,100.0,100.0,372.87902043874027,372.87902043874027,0.0,2.5025437613338273,2.5025437613338273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,1.0,24.0,NaN,0.0,NaN,NaN,0.5,0.1610738255033557,0.31543624161073824,0.31543624161073824,0.6845637583892618,0.6845637583892618,NaN,0.31543624161073824,NaN,NaN,0.5,0.2235484888068105,NaN,0.31543624161073824,0.0,0.001,0.0,0.0,0.0,0.0,1119.0,136514.0,16728.0,95.97315436241611,70.00000000000018,?,?,?,?,?,?,?
data,3,2,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1335.0,149.0,47.0,102.0,0.0,31.543624161073826,68.45637583892618,0.0,0.0,0.15551707791721803,0.2786655205977779,100.0,100.0,372.87902043874027,372.87902043874027,0.0,2.5025437613338273,2.5025437613338273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,125.0,1.0,24.0,NaN,0.0,NaN,NaN,0.5,0.1610738255033557,0.31543624161073824,0.31543624161073824,0.6845637583892618,0.6845637583892618,NaN,0.31543624161073824,NaN,NaN,0.5,0.2235484888068105,NaN,0.31543624161073824,0.001,0.0,0.0,0.0,0.0,0.0,1119.0,136514.0,16728.0,95.97315436241611,70.00000000000018,?,?,?,?,?,?,?
data,3,3,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1335.0,149.0,46.0,103.0,0.0,30.87248322147651,69.12751677852349,0.0,0.0,0.15569172425837713,0.27901773850266787,100.0,100.0,373.79963690219626,373.79963690219626,0.0,2.5087223953167532,2.5087223953167532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,1.0,25.0,NaN,0.0,NaN,NaN,0.5,0.16778523489932887,0.3087248322147651,0.3087248322147651,0.6912751677852349,0.6912751677852349,NaN,0.3087248322147651,NaN,NaN,0.5,0.2215665960992748,NaN,0.3087248322147651,0.001,0.0,0.0,0.0,0.0,0.0,1119.0,136514.0,16728.0,95.97315436241611,70.00000000000018,?,?,?,?,?,?,?
data,3,4,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1335.0,149.0,46.0,103.0,0.0,30.87248322147651,69.12751677852349,0.0,0.0,0.15568673436291536,0.27900760771515143,100.0,100.0,373.6106418802067,373.6106418802067,0.0,2.5074539723503806,2.5074539723503806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,1.0,25.0,NaN,0.0,NaN,NaN,0.5,0.16778523489932887,0.3087248322147651,0.3087248322147651,0.6912751677852349,0.6912751677852349,NaN,0.3087248322147651,NaN,NaN,0.5,0.2216566821314355,NaN,0.3087248322147651,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,136514.0,16728.0,95.97315436241611,70.00000000000018,?,?,?,?,?,?,?
data,3,5,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1336.0,148.0,46.0,102.0,0.0,31.08108108108108,68.91891891891892,0.0,0.0,0.1554375326292115,0.2785054457928541,100.0,100.0,366.1994804542966,366.1994804542966,0.0,2.4743208138803823,2.4743208138803823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.0,1.0,25.0,NaN,0.0,NaN,NaN,0.5,0.16891891891891891,0.3108108108108108,0.3108108108108108,0.6891891891891891,0.6891891891891891,NaN,0.3108108108108108,NaN,NaN,0.5,0.22443389335281222,NaN,0.3108108108108108,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,136615.0,16627.0,96.62162162162163,70.00000000000018,?,?,?,?,?,?,?
data,3,6,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1336.0,148.0,46.0,102.0,0.0,31.08108108108108,68.91891891891892,0.0,0.0,0.1554375326292115,0.2785054457928541,100.0,100.0,366.1994804542966,366.1994804542966,0.0,2.4743208138803823,2.4743208138803823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.0,1.0,25.0,NaN,0.0,NaN,NaN,0.5,0.16891891891891891,0.3108108108108108,0.3108108108108108,0.6891891891891891,0.6891891891891891,NaN,0.3108108108108108,NaN,NaN,0.5,0.22443389335281222,NaN,0.3108108108108108,0.001,0.0,0.0,0.0,0.0,0.0,1119.0,136615.0,16627.0,96.62162162162163,70.00000000000018,?,?,?,?,?,?,?
data,3,7,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1336.0,148.0,46.0,102.0,0.0,31.08108108108108,68.91891891891892,0.0,0.0,0.15550279105256823,0.278637040642182,100.0,100.0,366.78063585486353,366.78063585486353,0.0,2.478247539559889,2.478247539559889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,1.0,24.0,NaN,0.0,NaN,NaN,0.5,0.16216216216216217,0.3108108108108108,0.3108108108108108,0.6891891891891891,0.6891891891891891,NaN,0.3108108108108108,NaN,NaN,0.5,0.2237034331628926,NaN,0.3108108108108108,0.0,0.001,0.0,0.0,0.0,0.0,1119.0,136615.0,16627.0,96.62162162162163,70.00000000000018,?,?,?,?,?,?,?
data,3,8,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1336.0,148.0,46.0,102.0,0.0,31.08108108108108,68.91891891891892,0.0,0.0,0.15550279105256823,0.278637040642182,100.0,100.0,366.78063585486353,366.78063585486353,0.0,2.478247539559889,2.478247539559889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,1.0,24.0,NaN,0.0,NaN,NaN,0.5,0.16216216216216217,0.3108108108108108,0.3108108108108108,0.6891891891891891,0.6891891891891891,NaN,0.3108108108108108,NaN,NaN,0.5,0.2237034331628926,NaN,0.3108108108108108,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,136615.0,16627.0,96.62162162162163,70.00000000000018,?,?,?,?,?,?,?
data,3,9,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1336.0,148.0,46.0,102.0,0.0,31.08108108108108,68.91891891891892,0.0,0.0,0.15550279105256823,0.278637040642182,100.0,100.0,366.78063585486353,366.78063585486353,0.0,2.478247539559889,2.478247539559889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,1.0,24.0,NaN,0.0,NaN,NaN,0.5,0.16216216216216217,0.3108108108108108,0.3108108108108108,0.6891891891891891,0.6891891891891891,NaN,0.3108108108108108,NaN,NaN,0.5,0.2237034331628926,NaN,0.3108108108108108,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,136615.0,16627.0,96.62162162162163,70.00000000000018,?,?,?,?,?,?,?
data,3,10,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1336.0,148.0,47.0,101.0,0.0,31.756756756756758,68.24324324324324,0.0,0.0,0.155596160796755,0.27882512618152067,100.0,100.0,371.084141224263,371.084141224263,0.0,2.507325278542318,2.507325278542318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,1.0,24.0,NaN,0.0,NaN,NaN,0.5,0.16216216216216217,0.31756756756756754,0.31756756756756754,0.6824324324324325,0.6824324324324325,NaN,0.31756756756756754,NaN,NaN,0.5,0.2226990504017531,NaN,0.31756756756756754,0.0,0.001,0.0,0.0,0.0,0.0,1119.0,136615.0,16627.0,95.94594594594595,70.00000000000018,?,?,?,?,?,?,?
data,4,1,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1335.0,149.0,47.0,102.0,0.0,31.543624161073826,68.45637583892618,0.0,0.0,0.15535740126244385,0.27834312546344864,100.0,100.0,370.43412148198234,370.43412148198234,0.0,2.486135043503237,2.486135043503237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,1.0,25.0,NaN,0.0,NaN,NaN,0.5,0.16778523489932887,0.31543624161073824,0.31543624161073824,0.6845637583892618,0.6845637583892618,NaN,0.31543624161073824,NaN,NaN,0.5,0.22535020945002474,NaN,0.31543624161073824,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,136514.0,16728.0,95.97315436241611,70.00000000000018,?,?,?,?,?,?,?
data,4,2,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02210241512E7,1335.0,149.0,47.0,102.0,0.0,31.543624161073826,68.45637583892618,0.0,0.0,0.15535740126244385,0.27834312546344864,100.0,100.0,370.43412148198234,370.43412148198234,0.0,2.486135043503237,2.486135043503237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,1.0,25.0,NaN,0.0,NaN,NaN,0.5,0.16778523489932887,0.31543624161073824,0.31543624161073824,0.6845637583892618,0.6845637583892618,NaN,0.31543624161073824,NaN,NaN,0.5,0.22535020945002474,NaN,0.31543624161073824,0.0,0.0,0.0,0.0,0.0,0.0,1119.0,136514.0,16728.0,95.97315436241611,70.00000000000018,?,?,?,?,?,?,?
